Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
United States,20 or more years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator; Quality assurance engineer,C#; Java; JavaScript; SQL; VB.NET,NA
France,20 or more years,Embedded applications/devices developer; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator,NA,NA
United States,20 or more years,NA,NA,NA
Germany,20 or more years,Mobile developer; Embedded applications/devices developer; Developer with a statistics or mathematics background; Desktop applications developer,NA,NA
United Kingdom,20 or more years,Web developer; Desktop applications developer; Database administrator,C#; JavaScript; PHP; SQL; TypeScript; VB.NET; VBA; Visual Basic 6,NA
United States,20 or more years,Web developer; Desktop applications developer,NA,137500
Canada,20 or more years,Developer with a statistics or mathematics background,NA,NA
United States,20 or more years,Web developer,NA,NA
United States,20 or more years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer,NA,NA
Canada,20 or more years,NA,Groovy; JavaScript,NA
Switzerland,20 or more years,Web developer; Developer with a statistics or mathematics background; Systems administrator; Other,JavaScript; Matlab; PHP; Python; Rust,NA
United States,20 or more years,Web developer; Mobile developer; Desktop applications developer; DevOps specialist,C; JavaScript; Python; R; SQL,165e3
Germany,20 or more years,NA,JavaScript; Python; TypeScript,NA
Peru,20 or more years,Web developer; Mobile developer,Java; JavaScript; Ruby,NA
United Kingdom,20 or more years,Web developer; Mobile developer; Desktop applications developer,C#,NA
United States,20 or more years,Web developer; Database administrator; DevOps specialist,JavaScript; PHP; Ruby; SQL,NA
United Kingdom,20 or more years,Web developer,C#; JavaScript,NA
United States,20 or more years,Web developer; Mobile developer; Database administrator,C#; JavaScript; Objective-C; PHP; SQL; Swift,NA
United States,20 or more years,DevOps specialist,C#; JavaScript; Python; SQL,NA
Norway,20 or more years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,Clojure; Julia,NA
United Kingdom,20 or more years,Web developer; Desktop applications developer,C#,NA
United States,20 or more years,Web developer; Desktop applications developer; Other,C; C++; JavaScript,NA
United Kingdom,20 or more years,Desktop applications developer,C++,NA
Iran,20 or more years,Web developer,JavaScript; PHP,NA
France,20 or more years,Web developer; Graphics programming; Database administrator; Systems administrator,JavaScript; Perl; PHP; SQL,NA
United States,20 or more years,NA,C#; SQL; VB.NET; VBA,NA
Spain,20 or more years,Machine learning specialist; Other,C++; Python,16129.0322580645
Sweden,20 or more years,Web developer; Mobile developer,JavaScript; Ruby,NA
Germany,20 or more years,Web developer; Desktop applications developer; DevOps specialist,Assembly; C++; C#; JavaScript; SQL; TypeScript,NA
Poland,20 or more years,Other,C; C++; Python,NA
United States,20 or more years,Graphics programming; Desktop applications developer; Database administrator,C; C#; SQL; VB.NET,NA
Ireland,20 or more years,Web developer,Clojure; Erlang,NA
United States,20 or more years,NA,C; Python; R,NA
Germany,20 or more years,Web developer; Data scientist; Database administrator,Elixir; Go; Groovy; JavaScript; Lua; Perl; R; Ruby; SQL,NA
Poland,20 or more years,Embedded applications/devices developer,C; C++,NA
Philippines,20 or more years,Web developer; Developer with a statistics or mathematics background; Data scientist,JavaScript; PHP; Python; SQL,NA
Switzerland,20 or more years,Developer with a statistics or mathematics background,C++; Python,NA
United States,20 or more years,Web developer; Mobile developer; Desktop applications developer,C#; JavaScript; Objective-C; SQL; TypeScript,NA
South Korea,20 or more years,Web developer; Data scientist; Desktop applications developer; Database administrator,C; C#; Java; JavaScript; PHP; SQL,NA
Slovenia,20 or more years,Data scientist; Desktop applications developer,C#; Python; SQL,26881.7204301075
Norway,20 or more years,Web developer; Embedded applications/devices developer; Graphics programming; Graphic designer; Desktop applications developer; Systems administrator; Quality assurance engineer,C++; C#; Java,101674.641148325
United States,20 or more years,Mobile developer; Embedded applications/devices developer; Desktop applications developer,C#; Python,NA
United Kingdom,20 or more years,Web developer; Mobile developer; Systems administrator,JavaScript; Perl; PHP,NA
United Kingdom,20 or more years,Web developer; Mobile developer; Graphics programming; Systems administrator,C++; JavaScript; Objective-C; PHP; SQL,NA
United States,20 or more years,Database administrator; Other,C#; JavaScript; SQL; VB.NET; VBA; Visual Basic 6,NA
United Kingdom,20 or more years,Web developer; Mobile developer; Desktop applications developer; Database administrator,C++; C#; Java; JavaScript,5e4
Slovenia,20 or more years,Web developer; Mobile developer,C; C++; Java; JavaScript; Objective-C; PHP; Python; SQL,NA
United Kingdom,20 or more years,NA,Ruby,NA
United Kingdom,20 or more years,Web developer,Ruby,45e3
Netherlands,20 or more years,NA,NA,NA
Mexico,20 or more years,DevOps specialist,NA,NA
United States,20 or more years,Web developer,JavaScript; PHP; SQL,NA
United States,20 or more years,Web developer; Mobile developer; Desktop applications developer,C++; C#; Groovy; Java; JavaScript; Objective-C; Python; Swift,124e3
India,20 or more years,Web developer; Systems administrator; DevOps specialist,JavaScript; PHP,NA
United States,20 or more years,Embedded applications/devices developer,C++; Java; JavaScript; PHP,NA
Ireland,20 or more years,NA,JavaScript; Perl,NA
Australia,20 or more years,Web developer,JavaScript; PHP; SQL,64393.9393939394
United States,20 or more years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,JavaScript; Python; R; SQL,NA
United States,20 or more years,Desktop applications developer,C++; C#; SQL; VB.NET; VBA; Visual Basic 6,NA
United States,20 or more years,NA,Matlab; Python; R; SQL; VBA,NA
United Kingdom,20 or more years,NA,JavaScript; PHP; SQL,NA
United Kingdom,20 or more years,Web developer; Desktop applications developer,C; C++; C#; JavaScript; Ruby; SQL,NA
United Kingdom,20 or more years,Web developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator,C#; JavaScript; SQL; VB.NET,NA
Lithuania,20 or more years,Web developer; Desktop applications developer; Database administrator,C#; Java; JavaScript; SQL,11612.9032258065
Canada,20 or more years,Web developer; Desktop applications developer; Other,C#; JavaScript; SQL,NA
Ireland,20 or more years,NA,Java; JavaScript,NA
Canada,20 or more years,NA,C; C++; C#; Objective-C; Smalltalk; Swift,NA
United States,20 or more years,Web developer; Developer with a statistics or mathematics background,Perl; Python; SQL,NA
United States,20 or more years,Database administrator,Java; PHP; SQL; VBA,NA
Italy,20 or more years,NA,C#; JavaScript; PHP; SQL; VB.NET,NA
Russian Federation,20 or more years,Machine learning specialist; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Other,C; C#; Java; JavaScript; Python; R; SQL,2172.09690893901
Norway,20 or more years,Web developer; Desktop applications developer,Java,NA
South Africa,20 or more years,NA,C#; Java; SQL,NA
United States,20 or more years,Web developer,JavaScript; Matlab; Ruby,126e3
United States,20 or more years,Mobile developer,JavaScript; Objective-C; Swift,NA
Germany,20 or more years,Web developer; Data scientist,Java; JavaScript; PHP; SQL,NA
United Arab Emirates,20 or more years,NA,C#; Java; JavaScript; PHP; Python; Ruby; SQL; Swift; VB.NET,NA
United States,20 or more years,Web developer; Desktop applications developer,Java; SQL,NA
Switzerland,20 or more years,Embedded applications/devices developer; Developer with a statistics or mathematics background; Data scientist; Other,Assembly; C; Lua; R; Smalltalk,NA
United Kingdom,20 or more years,Embedded applications/devices developer,Assembly; C; C#; SQL; Visual Basic 6,51762.5
United States,20 or more years,Web developer; Desktop applications developer,SQL,NA
Czech Republic,20 or more years,Web developer; Database administrator; Systems administrator; DevOps specialist,NA,NA
Bermuda,20 or more years,Web developer; Mobile developer; Data scientist; Desktop applications developer; Database administrator,NA,15e4
Germany,20 or more years,NA,C; C++; Java; JavaScript; Perl; SQL,NA
United States,20 or more years,Developer with a statistics or mathematics background,C; C++; JavaScript; Python,147e3
Australia,20 or more years,Other,C#; SQL,NA
Thailand,20 or more years,Web developer; Mobile developer; Desktop applications developer; Systems administrator; DevOps specialist,C; C#; Go; Java; JavaScript; Python; SQL; Swift; TypeScript,NA
Russian Federation,20 or more years,Web developer; Developer with a statistics or mathematics background; Database administrator; DevOps specialist,C#; Go; Lua; TypeScript,NA
United Kingdom,20 or more years,Desktop applications developer; Systems administrator,C++; C#; VBA,55e3
Germany,20 or more years,Graphics programming; Data scientist; Desktop applications developer,C++; Java; JavaScript,NA
Australia,20 or more years,Web developer,C#; Java; JavaScript; TypeScript,NA
United States,20 or more years,Web developer,JavaScript; Python; Scala; SQL,18e4
Germany,20 or more years,Mobile developer; Desktop applications developer; DevOps specialist,C; Groovy; Java,113978.494623656
Russian Federation,20 or more years,Web developer; Other,C#; JavaScript; SQL,NA
Russian Federation,20 or more years,Developer with a statistics or mathematics background; Desktop applications developer; DevOps specialist,C; C++,NA
India,20 or more years,Web developer,Java; JavaScript; Ruby,NA
Malta,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,C; C++; C#; Java; JavaScript; Perl; PHP; Python; Ruby; SQL,NA
China,20 or more years,NA,Java; Python,NA
United States,20 or more years,Other,Java; PHP,NA
United States,20 or more years,Embedded applications/devices developer,C; C++; C#,NA
United States,20 or more years,Mobile developer,C; Java; Objective-C; Swift,NA
Slovak Republic,20 or more years,Desktop applications developer,SQL; VB.NET,NA
United States,20 or more years,Developer with a statistics or mathematics background; Desktop applications developer,C#; Java; Perl; SQL,12e4
Finland,20 or more years,Mobile developer; Desktop applications developer; DevOps specialist,C; C++; Python,7558.13953488372
United Kingdom,20 or more years,Web developer,C#; F#; JavaScript; Python; SQL; TypeScript,NA
Slovak Republic,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer; Database administrator; Systems administrator,C#; Java; JavaScript; PHP; Python; SQL; Swift,10322.5806451613
United Kingdom,20 or more years,NA,Swift,NA
Ireland,20 or more years,Web developer; Mobile developer; Desktop applications developer,Java; JavaScript; Objective-C; SQL,NA
United States,20 or more years,Web developer; Database administrator,C#; JavaScript; SQL,NA
Estonia,20 or more years,Web developer; Graphics programming; Desktop applications developer,C; C++; C#; JavaScript; Perl,NA
Spain,20 or more years,Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,C++; C#,NA
United States,20 or more years,Web developer; DevOps specialist,C#,NA
Poland,20 or more years,Web developer,C++; JavaScript; TypeScript,NA
Hong Kong,20 or more years,NA,NA,NA
Hungary,20 or more years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer; Other,C; C++; C#; CoffeeScript; Go; Java; JavaScript; Python; Rust; SQL; TypeScript,NA
Israel,20 or more years,NA,Python,NA
Romania,20 or more years,Web developer; Desktop applications developer,NA,NA
United States,20 or more years,Other,C; Perl,NA
Italy,20 or more years,Other,Java; JavaScript; Python; TypeScript,26881.7204301075
Romania,20 or more years,Desktop applications developer,C++; Objective-C,NA
Germany,20 or more years,Embedded applications/devices developer,C; C++; JavaScript,NA
Italy,20 or more years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Desktop applications developer,NA,NA
United Kingdom,20 or more years,NA,C++; Java; Python,NA
