Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
United States,14 to 15 years,Web developer; Mobile developer; Embedded applications/devices developer; Developer with a statistics or mathematics background; Data scientist; Database administrator; Systems administrator,C; C++; JavaScript; Python,NA
United Kingdom,9 to 10 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,Java; JavaScript; Python,47500
Germany,10 to 11 years,Web developer; Desktop applications developer; Database administrator; DevOps specialist,C; JavaScript; Perl; SQL,64516.1290322581
Australia,2 to 3 years,NA,Python; SQL,NA
United Kingdom,20 or more years,Web developer; Mobile developer; Systems administrator; DevOps specialist,JavaScript,NA
United States,10 to 11 years,Web developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,Java; JavaScript; R; Scala; SQL; Swift,NA
Germany,20 or more years,Graphics programming; Desktop applications developer,JavaScript; Smalltalk,NA
Bulgaria,20 or more years,NA,C++; Python; SQL,NA
Greece,6 to 7 years,NA,C#; Python,NA
United States,20 or more years,Web developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator; Systems administrator,JavaScript; Perl; PHP; Ruby; SQL,NA
India,7 to 8 years,Web developer; Embedded applications/devices developer; Developer with a statistics or mathematics background,Python,26427.8373219792
Venezuela,19 to 20 years,Web developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C#; SQL; VB.NET; Visual Basic 6,NA
United Kingdom,20 or more years,Web developer,JavaScript; PHP; SQL,NA
United Kingdom,20 or more years,Mobile developer; Embedded applications/devices developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C; C++; C#; Java; Objective-C; Python; Swift,75e3
Sweden,15 to 16 years,Graphics programming,C++; C#; JavaScript; Python,55656.1085972851
France,16 to 17 years,Web developer; Database administrator; Systems administrator; DevOps specialist,CoffeeScript; JavaScript; PHP; SQL,NA
United States,16 to 17 years,Web developer; Data scientist; Graphic designer; Database administrator; DevOps specialist,JavaScript; PHP; SQL,NA
Serbia,10 to 11 years,Web developer,PHP; SQL,19354.8387096774
Mexico,20 or more years,Web developer; Mobile developer,C#; JavaScript; SQL,2153.11004784689
New Zealand,13 to 14 years,Web developer; DevOps specialist,Go,85714.2857142857
France,12 to 13 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,C++; Java; JavaScript; Matlab; Python,NA
France,17 to 18 years,Mobile developer; Graphics programming; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C++; C#; JavaScript; Python; R; SQL,64516.1290322581
Ecuador,20 or more years,NA,Java,NA
Mexico,20 or more years,Web developer; Mobile developer; Developer with a statistics or mathematics background,NA,NA
United States,20 or more years,Graphics programming; Desktop applications developer; Other,C++; C#; JavaScript; Objective-C; Python; Swift,13e4
India,3 to 4 years,Web developer; Mobile developer; Graphics programming; Graphic designer,PHP; SQL,37878.7878787879
Israel,20 or more years,Other,C; C++; Haskell; Java,NA
United Kingdom,20 or more years,Web developer; Embedded applications/devices developer; Developer with a statistics or mathematics background; Other,C; C++; Java; JavaScript; PHP; SQL,37500
Cyprus,5 to 6 years,Mobile developer; DevOps specialist,JavaScript; Objective-C; Python; Swift,107526.88172043
United Kingdom,14 to 15 years,Web developer; Database administrator; Systems administrator,C#; JavaScript; SQL; VB.NET,46875
India,8 to 9 years,Web developer,Java; Ruby; SQL,22023.197768316
Estonia,13 to 14 years,Web developer; Mobile developer; Database administrator; Systems administrator; Quality assurance engineer,JavaScript; PHP; SQL,23655.9139784946
Czech Republic,20 or more years,NA,C#,NA
Israel,20 or more years,Web developer; DevOps specialist,JavaScript,NA
United States,4 to 5 years,Web developer,NA,NA
United States,12 to 13 years,Web developer; Database administrator; Systems administrator,JavaScript; PHP; SQL,NA
Germany,16 to 17 years,Data scientist,Python; R,NA
Costa Rica,16 to 17 years,Web developer; DevOps specialist,C++; CoffeeScript; Java; JavaScript; PHP; Python; SQL; TypeScript,95698.9247311828
Iran,12 to 13 years,Web developer,C#; JavaScript; TypeScript,NA
Macau,20 or more years,Machine learning specialist; Developer with a statistics or mathematics background; Data scientist; Database administrator; Systems administrator; Quality assurance engineer,C++; Java; JavaScript; Objective-C; PHP; Python; R; Ruby; Smalltalk; SQL; Swift,NA
Iran,17 to 18 years,Web developer; Desktop applications developer; Systems administrator; DevOps specialist,C; Java; Python; Scala,NA
Italy,4 to 5 years,Mobile developer; Embedded applications/devices developer; Desktop applications developer,C; C#; Java; JavaScript; Objective-C; PHP,NA
United Kingdom,2 to 3 years,Web developer,JavaScript; Python; Ruby; SQL,37500
India,2 to 3 years,Web developer; Systems administrator; DevOps specialist,JavaScript,NA
United States,11 to 12 years,Web developer; Mobile developer; Machine learning specialist; Data scientist; Database administrator; Systems administrator; DevOps specialist; Other,Elixir; Go; Haskell; Java; Julia; Python; Ruby; Rust; Swift,NA
India,9 to 10 years,Web developer; Graphic designer; Desktop applications developer; Database administrator; Systems administrator,C#; Clojure; Java; JavaScript; Python; SQL,14975.7744824549
United States,20 or more years,Web developer; Database administrator,C#; Java; JavaScript; SQL; TypeScript,9e4
Nepal,5 to 6 years,Web developer; Mobile developer,C#; Java; JavaScript; PHP; Python,NA
Canada,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Graphic designer; Desktop applications developer; Database administrator; Systems administrator; Quality assurance engineer,C; C++; JavaScript; Python; SQL,64393.9393939394
United States,20 or more years,Web developer; Mobile developer; Database administrator; Systems administrator; DevOps specialist,C#; Go; JavaScript; SQL; TypeScript,175e3
Austria,20 or more years,Web developer; Desktop applications developer,JavaScript; SQL,NA
Netherlands,7 to 8 years,Web developer,JavaScript; PHP,39784.9462365591
Germany,11 to 12 years,Web developer,Java; JavaScript,NA
Switzerland,10 to 11 years,Web developer; Mobile developer; Machine learning specialist; DevOps specialist,Java; Matlab; Python; R; Ruby; Swift,6e4
France,14 to 15 years,Web developer; Mobile developer; Database administrator,Go; Swift,NA
Austria,7 to 8 years,Web developer,C#; JavaScript; PHP; SQL; TypeScript,NA
Albania,4 to 5 years,Web developer,C#; JavaScript; PHP; SQL,NA
United Kingdom,20 or more years,Web developer,C#; JavaScript,NA
United Kingdom,14 to 15 years,Web developer; Graphic designer,C#; Java; JavaScript; PHP; SQL,62500
I prefer not to say,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Data scientist; Desktop applications developer; Database administrator,C; C++; C#; Java; JavaScript; Lua; Objective-C; Perl; PHP; SQL; Swift; TypeScript,NA
United States,11 to 12 years,NA,Assembly; C; C++; Java; Matlab; R,NA
United States,20 or more years,Web developer; Mobile developer; Embedded applications/devices developer; Data scientist; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer,Java; JavaScript; PHP; SQL; Swift,NA
Romania,12 to 13 years,Web developer; Mobile developer; Embedded applications/devices developer; Machine learning specialist; Data scientist; Desktop applications developer; Database administrator; Systems administrator,C; C++; C#; Java; JavaScript; Lua; Objective-C; Perl; PHP; Python; Ruby; SQL,62500
Czech Republic,11 to 12 years,NA,C; C++; C#; Java; JavaScript; Perl; PHP; Python; R; SQL,NA
Germany,2 to 3 years,NA,Assembly; C; C++; C#; F#; Go; Java; JavaScript; Matlab; Python; SQL; TypeScript,NA
United States,10 to 11 years,Web developer; Developer with a statistics or mathematics background,JavaScript; Ruby,105e3
United Kingdom,14 to 15 years,Other,C#; Java; SQL,5e4
France,20 or more years,NA,Groovy; Java; JavaScript; Perl; Python; R,NA
United States,10 to 11 years,Embedded applications/devices developer; Graphics programming; Desktop applications developer,Assembly; C; C++; C#,21e3
United States,20 or more years,Web developer; Desktop applications developer,C#; JavaScript,9e4
United States,20 or more years,Web developer; Mobile developer; Data scientist; Database administrator; Systems administrator; DevOps specialist,C; Java; JavaScript; Objective-C; Python; Rust; Scala; SQL,NA
Spain,20 or more years,Web developer; Desktop applications developer; Database administrator; Systems administrator,C++; C#; JavaScript; PHP; Python; SQL,NA
United States,20 or more years,Web developer,CoffeeScript; JavaScript; Ruby,NA
United States,4 to 5 years,Web developer; Mobile developer; Graphics programming; Developer with a statistics or mathematics background; Desktop applications developer,JavaScript; Objective-C; Python; SQL; Swift,93e3
India,20 or more years,NA,Java; JavaScript; PHP; Python; SQL,NA
United States,6 to 7 years,Machine learning specialist; Data scientist; Systems administrator; DevOps specialist; Other,C; C++; C#; Python; R; Ruby; SQL; Swift,82e3
Australia,20 or more years,Web developer; Graphics programming; Desktop applications developer; DevOps specialist,C#; JavaScript; TypeScript,NA
United States,5 to 6 years,NA,Python,NA
Colombia,2 to 3 years,Web developer; Database administrator,PHP,NA
Philippines,9 to 10 years,Web developer; Mobile developer; Graphic designer; Desktop applications developer; Database administrator; Systems administrator,C#; JavaScript; Python; SQL,NA
United States,6 to 7 years,Web developer; Database administrator; Systems administrator; DevOps specialist,Java; JavaScript; PHP; SQL,105e3
Germany,18 to 19 years,Web developer; Machine learning specialist; Database administrator; DevOps specialist; Quality assurance engineer,C++; Java; JavaScript; Swift,51397.8494623656
India,6 to 7 years,Web developer; Mobile developer; DevOps specialist; Quality assurance engineer,Java; Ruby,2055.49845837616
Portugal,20 or more years,Web developer; Systems administrator,JavaScript; PHP; SQL; TypeScript,24193.5483870968
France,20 or more years,NA,Java; JavaScript; SQL,NA
Japan,3 to 4 years,Web developer,Java; JavaScript; SQL,NA
United Kingdom,4 to 5 years,Web developer,JavaScript; PHP; SQL,42500
Netherlands,10 to 11 years,Web developer; DevOps specialist,JavaScript; PHP; SQL,NA
United Kingdom,15 to 16 years,Web developer; Database administrator; Systems administrator; DevOps specialist; Quality assurance engineer; Other,CoffeeScript; JavaScript; Perl; PHP; Ruby; SQL,87500
Germany,15 to 16 years,Web developer; Database administrator; Systems administrator,Java; JavaScript; R; Scala; SQL; TypeScript,53763.4408602151
Israel,5 to 6 years,Web developer; Desktop applications developer,C#; CoffeeScript; Java; JavaScript; Objective-C; Ruby; SQL; TypeScript,NA
Germany,20 or more years,NA,C#; Java; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,NA
United States,16 to 17 years,Web developer; Desktop applications developer; Database administrator; Systems administrator,C#; Java; JavaScript; PHP; SQL; VB.NET,NA
United States,20 or more years,Other,C; C++; Java; JavaScript; Python; SQL,NA
Netherlands,5 to 6 years,Web developer; Mobile developer,C#; JavaScript; Lua; PHP; Python; SQL,NA
United States,20 or more years,Web developer,Go; JavaScript; PHP; Python; Ruby; SQL,147e3
Canada,20 or more years,Web developer; Mobile developer; Data scientist; Graphic designer; Database administrator; Systems administrator,CoffeeScript; JavaScript; Objective-C; PHP; Python; Ruby; SQL,64393.9393939394
Italy,20 or more years,NA,C; Java; JavaScript; PHP; SQL,NA
United Kingdom,20 or more years,Web developer; Mobile developer; Graphics programming; Graphic designer,JavaScript,131250
Canada,20 or more years,NA,C#; Java; JavaScript; Lua; Perl; PHP; Python; SQL,NA
United States,14 to 15 years,Web developer,JavaScript; Python; SQL,6e4
Germany,20 or more years,NA,JavaScript; Perl; PHP; SQL,NA
United States,20 or more years,Web developer; Machine learning specialist; Data scientist,Go; Java; JavaScript; PHP; Python; SQL,16e4
United States,17 to 18 years,Web developer; Developer with a statistics or mathematics background; Data scientist; Systems administrator; DevOps specialist,JavaScript; Python,48e3
Sweden,20 or more years,Web developer; Desktop applications developer,C#; Java; JavaScript,NA
United States,10 to 11 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Database administrator; Systems administrator,C#; Objective-C; Swift,NA
Ireland,10 to 11 years,Web developer; Mobile developer; Database administrator; Systems administrator; DevOps specialist,CoffeeScript; Java; JavaScript; Objective-C; Perl; PHP; Python; Ruby; SQL; Swift; TypeScript,129032.258064516
United States,11 to 12 years,Web developer,JavaScript; Scala,85e3
United States,20 or more years,Web developer; Mobile developer; Graphics programming; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C; C++; C#; Go; Java; JavaScript; Lua; Objective-C; Python; SQL; Swift,NA
Poland,17 to 18 years,Web developer,JavaScript; PHP; SQL,NA
Netherlands,16 to 17 years,Web developer; Mobile developer,Java; JavaScript; PHP; Python; SQL,NA
